review,label,phrase,sentiment
"staff most courteous, excellent food, excellent clean, very relaxing rooms and wonderful ambiance ,I have travelled manyplaces but nothing like this",9,Relaxing Rooms,positive
"staff most courteous, excellent food, excellent clean, very relaxing rooms and wonderful ambiance ,I have travelled manyplaces but nothing like this",9,Wonderful Ambience,positive
"Breakfast/room/cleanliness - nice place to relax after facing the heat. Given that India is not a country you can walk around easily after a day tour, this hotel is recommended to spend a rest of the day!",9,Good Breakfast,positive
"Breakfast/room/cleanliness - nice place to relax after facing the heat. Given that India is not a country you can walk around easily after a day tour, this hotel is recommended to spend a rest of the day!",9,Nice Room,positive
"Breakfast/room/cleanliness - nice place to relax after facing the heat. Given that India is not a country you can walk around easily after a day tour, this hotel is recommended to spend a rest of the day!",9,Cleanliness,positive
"Breakfast/room/cleanliness - nice place to relax after facing the heat. Given that India is not a country you can walk around easily after a day tour, this hotel is recommended to spend a rest of the day!",9,Relaxing Place,positive
great location valu for money,8,Great Location,positive
great location valu for money,8,Value for Money,positive
Nice hotel good hotel staff Mr Suraj is very good person,10,Nice Hotel,positive
Nice hotel good hotel staff Mr Suraj is very good person,10,Good Staff,positive
Nice hotel good hotel staff Mr Suraj is very good person,10,Good Mr Suraj,positive
Breakfast was excellent. Market was near by.,7,Excellent Breakfast,positive
Breakfast was excellent. Market was near by.,7,Nearby Market,positive
Staff behaviour,6,Good Staff Behaviour,positive
Staff behaviour,6,Good Staff Behaviour,positive
STAFF BEHAVIOUR WAS GOOD,7,Good Staff Behaviour,positive
"The staffs were friendly. The room was exactly what i saw in picture. Comparing to other hotels in Delhi, this was satisfactory.",7,Friendly Staff,positive
"The staffs were friendly. The room was exactly what i saw in picture. Comparing to other hotels in Delhi, this was satisfactory.",7,Room Matches Picture,neutral
"The staffs were friendly. The room was exactly what i saw in picture. Comparing to other hotels in Delhi, this was satisfactory.",7,Satisfactory Comparison,neutral
Room cleanliness and space.,6,Clean Room,positive
Room cleanliness and space.,6,Spacious Room,positive
Good,8,Good Experience,positive
"Decent location in Karol Bagh not too far from the metro. Decent-sized room, comfortable bed, fair value for money.",7,Decent Location,neutral
"Decent location in Karol Bagh not too far from the metro. Decent-sized room, comfortable bed, fair value for money.",7,Near Metro,neutral
"Decent location in Karol Bagh not too far from the metro. Decent-sized room, comfortable bed, fair value for money.",7,Decent Room Size,neutral
"Decent location in Karol Bagh not too far from the metro. Decent-sized room, comfortable bed, fair value for money.",7,Comfortable Bed,positive
"Decent location in Karol Bagh not too far from the metro. Decent-sized room, comfortable bed, fair value for money.",7,Fair Value,positive
ac cooling,6,Good AC Cooling,positive
The location was good. Easily apporechble.,10,Good Location,positive
The location was good. Easily apporechble.,10,Easy Access,positive
Near to airport.Spacious room.Have terrace & nearer shopping area,7,Near Airport,positive
Near to airport.Spacious room.Have terrace & nearer shopping area,7,Spacious Room,positive
Near to airport.Spacious room.Have terrace & nearer shopping area,7,Has Terrace,positive
Near to airport.Spacious room.Have terrace & nearer shopping area,7,Near Shopping Area,positive
Rate thik h,7,Reasonable Rate,positive
?È?·?È???È?·Moved to another hotel,6,Moved Hotels,neutral
The location was good. Easily apporechble.,8,Good Location,positive
The location was good. Easily apporechble.,8,Easy Access,positive
"The property was newly constructed. Spacious , clean rooms .",8,Newly Constructed,positive
"The property was newly constructed. Spacious , clean rooms .",8,Spacious Rooms,positive
"The property was newly constructed. Spacious , clean rooms .",8,Clean Rooms,positive
Nice,8,Nice Experience,positive
Good,8,Good Experience,positive
Nice i,8,Nice Experience,positive
nothing,6,Nothing Positive,neutral
It was a lovely experience. The entire team went the extra mile to make our night very special. We really enjoyed ourselves and food and service was amazing. We had a beautiful stay and would highly recommend this hotel.,10,Lovely Experience,positive
It was a lovely experience. The entire team went the extra mile to make our night very special. We really enjoyed ourselves and food and service was amazing. We had a beautiful stay and would highly recommend this hotel.,10,Extra Effort,positive
It was a lovely experience. The entire team went the extra mile to make our night very special. We really enjoyed ourselves and food and service was amazing. We had a beautiful stay and would highly recommend this hotel.,10,Enjoyed Stay,positive
It was a lovely experience. The entire team went the extra mile to make our night very special. We really enjoyed ourselves and food and service was amazing. We had a beautiful stay and would highly recommend this hotel.,10,Amazing Food,positive
It was a lovely experience. The entire team went the extra mile to make our night very special. We really enjoyed ourselves and food and service was amazing. We had a beautiful stay and would highly recommend this hotel.,10,Amazing Service,positive
It was a lovely experience. The entire team went the extra mile to make our night very special. We really enjoyed ourselves and food and service was amazing. We had a beautiful stay and would highly recommend this hotel.,10,Beautiful Stay,positive
It was a lovely experience. The entire team went the extra mile to make our night very special. We really enjoyed ourselves and food and service was amazing. We had a beautiful stay and would highly recommend this hotel.,10,Highly Recommended,positive
"This hotel is nicely positioned, walking distance to a shopping areas and restaurants.. Well priced comfortable rooms spotlessly clean and very nice staff.. thank you all..",9,Nice Position,positive
"This hotel is nicely positioned, walking distance to a shopping areas and restaurants.. Well priced comfortable rooms spotlessly clean and very nice staff.. thank you all..",9,Walking Distance to Shopping,positive
"This hotel is nicely positioned, walking distance to a shopping areas and restaurants.. Well priced comfortable rooms spotlessly clean and very nice staff.. thank you all..",9,Walking Distance to Restaurants,positive
"This hotel is nicely positioned, walking distance to a shopping areas and restaurants.. Well priced comfortable rooms spotlessly clean and very nice staff.. thank you all..",9,Well Priced,positive
"This hotel is nicely positioned, walking distance to a shopping areas and restaurants.. Well priced comfortable rooms spotlessly clean and very nice staff.. thank you all..",9,Comfortable Rooms,positive
"This hotel is nicely positioned, walking distance to a shopping areas and restaurants.. Well priced comfortable rooms spotlessly clean and very nice staff.. thank you all..",9,Spotlessly Clean,positive
"This hotel is nicely positioned, walking distance to a shopping areas and restaurants.. Well priced comfortable rooms spotlessly clean and very nice staff.. thank you all..",9,Very Nice Staff,positive
?È?·?È???È?·taxi service to the airport. very late and we couldn't check in. It's not a good experience.,7,Late Taxi Service,negative
?È?·?È???È?·taxi service to the airport. very late and we couldn't check in. It's not a good experience.,7,Couldn't Check In,negative
?È?·?È???È?·taxi service to the airport. very late and we couldn't check in. It's not a good experience.,7,Poor Experience,negative
Very much comfortable hotel.. Wonderful experience. room service was excellent and no noise around the hotel.. location is awesome. rates are reasonable. breakfast was delicious.. thank u for your hospitality.. Our stay was so good..,9,Comfortable Hotel,positive
Very much comfortable hotel.. Wonderful experience. room service was excellent and no noise around the hotel.. location is awesome. rates are reasonable. breakfast was delicious.. thank u for your hospitality.. Our stay was so good..,9,Wonderful Experience,positive
Very much comfortable hotel.. Wonderful experience. room service was excellent and no noise around the hotel.. location is awesome. rates are reasonable. breakfast was delicious.. thank u for your hospitality.. Our stay was so good..,9,Excellent Room Service,positive
Very much comfortable hotel.. Wonderful experience. room service was excellent and no noise around the hotel.. location is awesome. rates are reasonable. breakfast was delicious.. thank u for your hospitality.. Our stay was so good..,9,No Noise,positive
Very much comfortable hotel.. Wonderful experience. room service was excellent and no noise around the hotel.. location is awesome. rates are reasonable. breakfast was delicious.. thank u for your hospitality.. Our stay was so good..,9,Awesome Location,positive
Very much comfortable hotel.. Wonderful experience. room service was excellent and no noise around the hotel.. location is awesome. rates are reasonable. breakfast was delicious.. thank u for your hospitality.. Our stay was so good..,9,Reasonable Rates,positive
Very much comfortable hotel.. Wonderful experience. room service was excellent and no noise around the hotel.. location is awesome. rates are reasonable. breakfast was delicious.. thank u for your hospitality.. Our stay was so good..,9,Delicious Breakfast,positive
Very much comfortable hotel.. Wonderful experience. room service was excellent and no noise around the hotel.. location is awesome. rates are reasonable. breakfast was delicious.. thank u for your hospitality.. Our stay was so good..,9,Good Hospitality,positive
Very much comfortable hotel.. Wonderful experience. room service was excellent and no noise around the hotel.. location is awesome. rates are reasonable. breakfast was delicious.. thank u for your hospitality.. Our stay was so good..,9,Good Stay,positive
"We really had a pleasant stay.. very comfortable room and well mannered staff.. Staff knows the customer service, it is always a great experience, breakfast was amazing..",9,Pleasant Stay,positive
"We really had a pleasant stay.. very comfortable room and well mannered staff.. Staff knows the customer service, it is always a great experience, breakfast was amazing..",9,Comfortable Room,positive
"We really had a pleasant stay.. very comfortable room and well mannered staff.. Staff knows the customer service, it is always a great experience, breakfast was amazing..",9,Well Mannered Staff,positive
"We really had a pleasant stay.. very comfortable room and well mannered staff.. Staff knows the customer service, it is always a great experience, breakfast was amazing..",9,Good Customer Service,positive
"We really had a pleasant stay.. very comfortable room and well mannered staff.. Staff knows the customer service, it is always a great experience, breakfast was amazing..",9,Great Experience,positive
"We really had a pleasant stay.. very comfortable room and well mannered staff.. Staff knows the customer service, it is always a great experience, breakfast was amazing..",9,Amazing Breakfast,positive
The staff is super nice and helpful. Great value for the price.,9,Super Nice Staff,positive
The staff is super nice and helpful. Great value for the price.,9,Helpful Staff,positive
The staff is super nice and helpful. Great value for the price.,9,Great Value,positive
"Everything is there to make our stay a unique moment. The staff is attentive and the room service admirable The reception are very professional.. Nice hotel, Got an early check-in without no problem.",9,Unique Stay,positive
"Everything is there to make our stay a unique moment. The staff is attentive and the room service admirable The reception are very professional.. Nice hotel, Got an early check-in without no problem.",9,Attentive Staff,positive
"Everything is there to make our stay a unique moment. The staff is attentive and the room service admirable The reception are very professional.. Nice hotel, Got an early check-in without no problem.",9,Admirable Room Service,positive
"Everything is there to make our stay a unique moment. The staff is attentive and the room service admirable The reception are very professional.. Nice hotel, Got an early check-in without no problem.",9,Professional Reception,positive
"Everything is there to make our stay a unique moment. The staff is attentive and the room service admirable The reception are very professional.. Nice hotel, Got an early check-in without no problem.",9,Nice Hotel,positive
"Everything is there to make our stay a unique moment. The staff is attentive and the room service admirable The reception are very professional.. Nice hotel, Got an early check-in without no problem.",9,Early Check-in,positive
"Stay was amazing. Room was clean and comfortable.. Loved the service, the magnificent view and the staff's hospitality.. Overall amazing experience. Thanks to the staff and management for making ths stat pleasant and stress-free..",9,Amazing Stay,positive
"Stay was amazing. Room was clean and comfortable.. Loved the service, the magnificent view and the staff's hospitality.. Overall amazing experience. Thanks to the staff and management for making ths stat pleasant and stress-free..",9,Clean Room,positive
"Very convenient, clean and friendly staff.",8,Convenient Location,positive
"Very convenient, clean and friendly staff.",8,Clean Property,positive
"Very convenient, clean and friendly staff.",8,Friendly Staff,positive
"Clean, good location and good food",9,Clean Property,positive
"Clean, good location and good food",9,Good Location,positive
"Clean, good location and good food",9,Good Food,positive
Good,7,Good Experience,positive
Rooms very clean and comfortable,7,Very Clean Rooms,positive
Rooms very clean and comfortable,7,Comfortable Rooms,positive
The dinner and breakfast spread was aweaome. Good choice for a work trip,8,Awesome Dinner,positive
The dinner and breakfast spread was aweaome. Good choice for a work trip,8,Awesome Breakfast,positive
The dinner and breakfast spread was aweaome. Good choice for a work trip,8,Good for Work Trip,positive
Excellent Breakfast...Especially we can order dosas :) My family is really happy. Also very good customer service that or room got decorated because its one of my family member Birthday and it was a surprise for us.,8,Excellent Breakfast,positive
Excellent Breakfast...Especially we can order dosas :) My family is really happy. Also very good customer service that or room got decorated because its one of my family member Birthday and it was a surprise for us.,8,Dosa Option,positive
Excellent Breakfast...Especially we can order dosas :) My family is really happy. Also very good customer service that or room got decorated because its one of my family member Birthday and it was a surprise for us.,8,Happy Family,positive
Excellent Breakfast...Especially we can order dosas :) My family is really happy. Also very good customer service that or room got decorated because its one of my family member Birthday and it was a surprise for us.,8,Good Customer Service,positive
Excellent Breakfast...Especially we can order dosas :) My family is really happy. Also very good customer service that or room got decorated because its one of my family member Birthday and it was a surprise for us.,8,Room Decoration,positive
Friendly staff. Clean hotel. Good breakfast.,9,Friendly Staff,positive
Friendly staff. Clean hotel. Good breakfast.,9,Clean Hotel,positive
Friendly staff. Clean hotel. Good breakfast.,9,Good Breakfast,positive
Almost all facilities,8,Good Facilities,positive
"?È?·?È???È?·In the morning when we arrived for breakfast, we were told that the restaurant, Nuke was fully occupied and we were taken to another restaurant. However, on my way to the other restaurant, we saw many spaces unoccupied and hence we were unable to understand the reason for the same. Is it because we were given a discounted rate by the reception staff for breakfast so a different breakfast type was assigned to us, while other guests enjoyed services at Nuke ? That seemed unfair as Nuke offered a large breakfast variety, whereas the other restaurant did not have too many breakfast options.",7,Unoccupied Spaces,ne
"?È?·?È???È?·In the morning when we arrived for breakfast, we were told that the restaurant, Nuke was fully occupied and we were taken to another restaurant. However, on my way to the other restaurant, we saw many spaces unoccupied and hence we were unable to understand the reason for the same. Is it because we were given a discounted rate by the reception staff for breakfast so a different breakfast type was assigned to us, while other guests enjoyed services at Nuke ? That seemed unfair as Nuke offered a large breakfast variety, whereas the other restaurant did not have too many breakfast options.",7,Discounted Breakfast,positive
"?È?·?È???È?·In the morning when we arrived for breakfast, we were told that the restaurant, Nuke was fully occupied and we were taken to another restaurant. However, on my way to the other restaurant, we saw many spaces unoccupied and hence we were unable to understand the reason for the same. Is it because we were given a discounted rate by the reception staff for breakfast so a different breakfast type was assigned to us, while other guests enjoyed services at Nuke ? That seemed unfair as Nuke offered a large breakfast variety, whereas the other restaurant did not have too many breakfast options.",7,Unfair Treatment,neutral
"?È?·?È???È?·In the morning when we arrived for breakfast, we were told that the restaurant, Nuke was fully occupied and we were taken to another restaurant. However, on my way to the other restaurant, we saw many spaces unoccupied and hence we were unable to understand the reason for the same. Is it because we were given a discounted rate by the reception staff for breakfast so a different breakfast type was assigned to us, while other guests enjoyed services at Nuke ? That seemed unfair as Nuke offered a large breakfast variety, whereas the other restaurant did not have too many breakfast options.",7,Limited Options,neutral
The staff was very nice and helpful,3,Nice Staff,neutral
The staff was very nice and helpful,3,Helpful Staff,neutral
?È?·?È???È?·The road nearby the hotel is too dirty.,5,Dirty Road,neutral
I like the hotel service staff for foods only.,3,Good Food Service,neutral
Nice hotel,10,Nice Hotel,positive
"?È?·?È???È?·Very dirty rooms, they give wrong address and location on booking.com When we reach on location and call them They give us a different location in narrow streets Guys don?Û?Èº?‰Ût be a fool to book a room in this hotel !!",1,Very Dirty Rooms,negative
"?È?·?È???È?·Very dirty rooms, they give wrong address and location on booking.com When we reach on location and call them They give us a different location in narrow streets Guys don?Û?Èº?‰Ût be a fool to book a room in this hotel !!",1,Wrong Address,negative
"?È?·?È???È?·Very dirty rooms, they give wrong address and location on booking.com When we reach on location and call them They give us a different location in narrow streets Guys don?Û?Èº?‰Ût be a fool to book a room in this hotel !!",1,Narrow Streets,negative
Very Nice Stay,10,Very Nice Stay,positive
This is group of cheaters who are posting different post by the name of several properties once you book and reach on booked hotel they inform that please come to totally different hotel ( excuse google address is not correct ) you will force to stay in very unhygienic and uncomfortable place or you are free to cancel and go wherever you want to go ( again you are in a very difficult location in Delhi so you have to compromise),1,Cheating Group,negative
This is group of cheaters who are posting different post by the name of several properties once you book and reach on booked hotel they inform that please come to totally different hotel ( excuse google address is not correct ) you will force to stay in very unhygienic and uncomfortable place or you are free to cancel and go wherever you want to go ( again you are in a very difficult location in Delhi so you have to compromise),1,Unhygienic Place,negative
This is group of cheaters who are posting different post by the name of several properties once you book and reach on booked hotel they inform that please come to totally different hotel ( excuse google address is not correct ) you will force to stay in very unhygienic and uncomfortable place or you are free to cancel and go wherever you want to go ( again you are in a very difficult location in Delhi so you have to compromise),1,Uncomfortable Place,negative
Good,10,Good Experience,positive
The AC was working and there was free bottled water for guests.,1,Working AC,negative
The AC was working and there was free bottled water for guests.,1,Free Bottled Water,negative
Nothing,2.5,Nothing Positive,neutral
"Excellent hotel,5 Star @ budget price. Good breakfast+brand new property+amazing water pressure @shower #Aquagem#fittings. Rain forest shower experience.. Centralised AC a plus point.",10,Excellent Hotel,positive
"Excellent hotel,5 Star @ budget price. Good breakfast+brand new property+amazing water pressure @shower #Aquagem#fittings. Rain forest shower experience.. Centralised AC a plus point.",10,Budget Price,positive
"Excellent hotel,5 Star @ budget price. Good breakfast+brand new property+amazing water pressure @shower #Aquagem#fittings. Rain forest shower experience.. Centralised AC a plus point.",10,Good Breakfast,positive
"Excellent hotel,5 Star @ budget price. Good breakfast+brand new property+amazing water pressure @shower #Aquagem#fittings. Rain forest shower experience.. Centralised AC a plus point.",10,Brand New Property,positive
"Excellent hotel,5 Star @ budget price. Good breakfast+brand new property+amazing water pressure @shower #Aquagem#fittings. Rain forest shower experience.. Centralised AC a plus point.",10,Amazing Shower,positive
"Excellent hotel,5 Star @ budget price. Good breakfast+brand new property+amazing water pressure @shower #Aquagem#fittings. Rain forest shower experience.. Centralised AC a plus point.",10,Rain Forest Shower,positive
"Excellent hotel,5 Star @ budget price. Good breakfast+brand new property+amazing water pressure @shower #Aquagem#fittings. Rain forest shower experience.. Centralised AC a plus point.",10,Centralised AC,positive
Very busy location and breakfast is not good.,8,Busy Location,positive
Very busy location and breakfast is not good.,8,Poor Breakfast,positive
"The AC, the bathroom and shower",6,Good AC,neutral
"The AC, the bathroom and shower",6,Good Bathroom,neutral
"The AC, the bathroom and shower",6,Good Shower,neutral
Breakfast only on orders but cutlery was not good quality. Location is in congested market where traffic jams are often.,7,Ordered Breakfast,neutral
Breakfast only on orders but cutlery was not good quality. Location is in congested market where traffic jams are often.,7,Poor Cutlery Quality,neutral
Breakfast only on orders but cutlery was not good quality. Location is in congested market where traffic jams are often.,7,Congested Market,neutral
Location was great?Û?Èº?™.next to all amenities,8,Great Location,positive
Location was great?Û?Èº?™.next to all amenities,8,Near Amenities,positive
The support staff was good . They were reachable at any moment,7,Good Support Staff,neutral
The support staff was good . They were reachable at any moment,7,Always Reachable,neutral
Good infrastructure and rooms.,7,Good Infrastructure,neutral
Good infrastructure and rooms.,7,Good Rooms,neutral
"?È?·?È???È?·Highly over priced for these congested rooms. Staff's are friendly but not that professional for a hospitality business. Biggest disadvantage is that they will ask for cash alone for room payments and not card or upi. Over all its not worthy for this price, space and amenities provided.",2,Overpriced,negative
"?È?·?È???È?·Highly over priced for these congested rooms. Staff's are friendly but not that professional for a hospitality business. Biggest disadvantage is that they will ask for cash alone for room payments and not card or upi. Over all its not worthy for this price, space and amenities provided.",2,Congested Rooms,negative
"?È?·?È???È?·Highly over priced for these congested rooms. Staff's are friendly but not that professional for a hospitality business. Biggest disadvantage is that they will ask for cash alone for room payments and not card or upi. Over all its not worthy for this price, space and amenities provided.",2,Friendly Staff,negative
"?È?·?È???È?·Highly over priced for these congested rooms. Staff's are friendly but not that professional for a hospitality business. Biggest disadvantage is that they will ask for cash alone for room payments and not card or upi. Over all its not worthy for this price, space and amenities provided.",2,Unprofessional Staff,negative
"?È?·?È???È?·Highly over priced for these congested rooms. Staff's are friendly but not that professional for a hospitality business. Biggest disadvantage is that they will ask for cash alone for room payments and not card or upi. Over all its not worthy for this price, space and amenities provided.",2,Cash Only Payment,negative
"?È?·?È???È?·Highly over priced for these congested rooms. Staff's are friendly but not that professional for a hospitality business. Biggest disadvantage is that they will ask for cash alone for room payments and not card or upi. Over all its not worthy for this price, space and amenities provided.",2,Not Worthy,negative
I like your hotel and staff,10,Like Hotel,positive
I like your hotel and staff,10,Like Staff,positive
The beds were comfy and modern,2,Comfy Beds,negative
The beds were comfy and modern,2,Modern Beds,negative
Beautiful location with lovely staff.,10,Beautiful Location,positive
Beautiful location with lovely staff.,10,Lovely Staff,positive
Good location for embassy visit Good secure area Good breakfast Very good support from lobby manager Boomika,6,Good Location,neutral
Good location for embassy visit Good secure area Good breakfast Very good support from lobby manager Boomika,6,Secure Area,neutral
Good location for embassy visit Good secure area Good breakfast Very good support from lobby manager Boomika,6,Good Breakfast,neutral
Good location for embassy visit Good secure area Good breakfast Very good support from lobby manager Boomika,6,Good Support,neutral
They have the prime location and vastness but,6,Prime Location,neutral
They have the prime location and vastness but,6,Vast Property,neutral
"Good location, good breakfast",7,Good Location,neutral
"Good location, good breakfast",7,Good Breakfast,neutral
"The room size, comfortable bed, antic lights, nice mirror, wooden frames and the nice view of the city from the room",8,Good Room Size,positive
"The room size, comfortable bed, antic lights, nice mirror, wooden frames and the nice view of the city from the room",8,Comfortable Bed,positive
"The room size, comfortable bed, antic lights, nice mirror, wooden frames and the nice view of the city from the room",8,Antic Lights,positive
"The room size, comfortable bed, antic lights, nice mirror, wooden frames and the nice view of the city from the room",8,Nice Mirror,positive
"The room size, comfortable bed, antic lights, nice mirror, wooden frames and the nice view of the city from the room",8,Wooden Frames,positive
"The room size, comfortable bed, antic lights, nice mirror, wooden frames and the nice view of the city from the room",8,Nice City View,positive
Everything it had to offer,8,Good Offerings,positive
Was not upto mark,6,Poor Quality,neutral
Location Breakfast,8,Good Location,positive
Location Breakfast,8,Good Breakfast,positive
Location a d the ambience,7,Good Location,neutral
Location a d the ambience,7,Good Ambience,neutral
Good location,8,Good Location,positive
Excellent hotel very comfortable close to a lot of things and great food nearby,10,Excellent Hotel,positive
Excellent hotel very comfortable close to a lot of things and great food nearby,10,Very Comfortable,positive
Excellent hotel very comfortable close to a lot of things and great food nearby,10,Close to Amenities,positive
Excellent hotel very comfortable close to a lot of things and great food nearby,10,Great Food Nearby,positive
I didn't opt out for breakfast but the location is good.,9,Good Location,positive
"Room, location, bathroom size, AC, bed quality & cushioning",7,Good Room,neutral
"Room, location, bathroom size, AC, bed quality & cushioning",7,Good Location,neutral
"Room, location, bathroom size, AC, bed quality & cushioning",7,Good Bathroom Size,neutral
"Room, location, bathroom size, AC, bed quality & cushioning",7,Good AC,neutral
"Room, location, bathroom size, AC, bed quality & cushioning",7,Good Bed Quality,neutral
"Room, location, bathroom size, AC, bed quality & cushioning",7,Good Cushioning,neutral
Ok,8,Okay Experience,positive
?È?·?È???È?·The area there has no hoardings of fab hotel hence looks quite unsatisfactory,8,No Hoardings,positive
?È?·?È???È?·The area there has no hoardings of fab hotel hence looks quite unsatisfactory,8,Unsatisfactory Area,positive
"Being a hotelier by profession, I know the hotel operations in detail. I am glad that I chose this property. The facilities were great and service was great too.",9,Great Facilities,positive
"Being a hotelier by profession, I know the hotel operations in detail. I am glad that I chose this property. The facilities were great and service was great too.",9,Great Service,positive
I have been regular to this property and excellent property. Very well trained and friendly staff. Sparkling clean hotel. Excellent food and room service is quick. Room size is big with big toilet and shower area.,9,Excellent Property,positive
I have been regular to this property and excellent property. Very well trained and friendly staff. Sparkling clean hotel. Excellent food and room service is quick. Room size is big with big toilet and shower area.,9,Well Trained Staff,positive
I have been regular to this property and excellent property. Very well trained and friendly staff. Sparkling clean hotel. Excellent food and room service is quick. Room size is big with big toilet and shower area.,9,Friendly Staff,positive
I have been regular to this property and excellent property. Very well trained and friendly staff. Sparkling clean hotel. Excellent food and room service is quick. Room size is big with big toilet and shower area.,9,Sparkling Clean,positive
I have been regular to this property and excellent property. Very well trained and friendly staff. Sparkling clean hotel. Excellent food and room service is quick. Room size is big with big toilet and shower area.,9,Excellent Food,positive
I have been regular to this property and excellent property. Very well trained and friendly staff. Sparkling clean hotel. Excellent food and room service is quick. Room size is big with big toilet and shower area.,9,Quick Room Service,positive
I have been regular to this property and excellent property. Very well trained and friendly staff. Sparkling clean hotel. Excellent food and room service is quick. Room size is big with big toilet and shower area.,9,Big Room Size,positive
I have been regular to this property and excellent property. Very well trained and friendly staff. Sparkling clean hotel. Excellent food and room service is quick. Room size is big with big toilet and shower area.,9,Big Toilet,positive
I have been regular to this property and excellent property. Very well trained and friendly staff. Sparkling clean hotel. Excellent food and room service is quick. Room size is big with big toilet and shower area.,9,Big Shower Area,positive
"staff most courteous, excellent food, excellent clean, very relaxing rooms and wonderful ambiance ,I have travelled manyplaces but nothing like this",9,Courteous Staff,positive
"staff most courteous, excellent food, excellent clean, very relaxing rooms and wonderful ambiance ,I have travelled manyplaces but nothing like this",9,Excellent Food,positive
"staff most courteous, excellent food, excellent clean, very relaxing rooms and wonderful ambiance ,I have travelled manyplaces but nothing like this",9,Excellent Cleanliness,positive
"staff most courteous, excellent food, excellent clean, very relaxing rooms and wonderful ambiance ,I have travelled manyplaces but nothing like this",9,Relaxing Rooms,positive
"staff most courteous, excellent food, excellent clean, very relaxing rooms and wonderful ambiance ,I have travelled manyplaces but nothing like this",9,Wonderful Ambience,positive
"Breakfast/room/cleanliness - nice place to relax after facing the heat. Given that India is not a country you can walk around easily after a day tour, this hotel is recommended to spend a rest of the day!",9,Good Breakfast,positive
"Breakfast/room/cleanliness - nice place to relax after facing the heat. Given that India is not a country you can walk around easily after a day tour, this hotel is recommended to spend a rest of the day!",9,Nice Room,positive
"Breakfast/room/cleanliness - nice place to relax after facing the heat. Given that India is not a country you can walk around easily after a day tour, this hotel is recommended to spend a rest of the day!",9,Cleanliness,positive
"Breakfast/room/cleanliness - nice place to relax after facing the heat. Given that India is not a country you can walk around easily after a day tour, this hotel is recommended to spend a rest of the day!",9,Relaxing Place,positive
great location valu for money,8,Great Location,positive
great location valu for money,8,Value for Money,positive
Nice hotel good hotel staff Mr Suraj is very good person,10,Nice Hotel,positive
Nice hotel good hotel staff Mr Suraj is very good person,10,Good Staff,positive
Nice hotel good hotel staff Mr Suraj is very good person,10,Good Mr Suraj,positive
Breakfast was excellent. Market was near by.,7,Excellent Breakfast,neutral
Breakfast was excellent. Market was near by.,7,Nearby Market,neutral
Staff behaviour,6,Good Staff Behaviour,neutral
Staff behaviour,6,Good Staff Behaviour,neutral
STAFF BEHAVIOUR WAS GOOD,7,Good Staff Behaviour,neutral
"The staffs were friendly. The room was exactly what i saw in picture. Comparing to other hotels in Delhi, this was satisfactory.",7,Friendly Staff,neutral
"The staffs were friendly. The room was exactly what i saw in picture. Comparing to other hotels in Delhi, this was satisfactory.",7,Room Matches Picture,neutral
"The staffs were friendly. The room was exactly what i saw in picture. Comparing to other hotels in Delhi, this was satisfactory.",7,Satisfactory Comparison,neutral
Room cleanliness and space.,6,Clean Room,neutral
Room cleanliness and space.,6,Spacious Room,neutral
Good,8,Good Experience,positive
"Decent location in Karol Bagh not too far from the metro. Decent-sized room, comfortable bed, fair value for money.",7,Decent Location,neutral
"Decent location in Karol Bagh not too far from the metro. Decent-sized room, comfortable bed, fair value for money.",7,Near Metro,neutral
"Decent location in Karol Bagh not too far from the metro. Decent-sized room, comfortable bed, fair value for money.",7,Decent Room Size,neutral
"Decent location in Karol Bagh not too far from the metro. Decent-sized room, comfortable bed, fair value for money.",7,Comfortable Bed,neutral
"Decent location in Karol Bagh not too far from the metro. Decent-sized room, comfortable bed, fair value for money.",7,Fair Value,neutral
ac cooling,6,Good AC Cooling,neutral
The location was good. Easily apporechble.,10,Good Location,positive
The location was good. Easily apporechble.,10,Easy Access,positive
Near to airport.Spacious room.Have terrace & nearer shopping area,7,Near Airport,neutral
Near to airport.Spacious room.Have terrace & nearer shopping area,7,Spacious Room,neutral
Near to airport.Spacious room.Have terrace & nearer shopping area,7,Has Terrace,neutral
Near to airport.Spacious room.Have terrace & nearer shopping area,7,Near Shopping Area,neutral
Rate thik h,7,Reasonable Rate,neutral
?È?·?È???È?·Moved to another hotel,6,Moved Hotels,neutral
The location was good. Easily apporechble.,8,Good Location,positive
The location was good. Easily apporechble.,8,Easy Access,positive
"The property was newly constructed. Spacious , clean rooms .",8,Newly Constructed,positive
"The property was newly constructed. Spacious , clean rooms .",8,Spacious Rooms,positive
"The property was newly constructed. Spacious , clean rooms .",8,Clean Rooms,positive
Nice,8,Nice Experience,positive
Good,8,Good Experience,positive
Nice i,8,Nice Experience,positive
nothing,6,Nothing Positive,neutral
It was a lovely experience. The entire team went the extra mile to make our night very special. We really enjoyed ourselves and food and service was amazing. We had a beautiful stay and would highly recommend this hotel.,10,Lovely Experience,positive
It was a lovely experience. The entire team went the extra mile to make our night very special. We really enjoyed ourselves and food and service was amazing. We had a beautiful stay and would highly recommend this hotel.,10,Extra Effort,positive
It was a lovely experience. The entire team went the extra mile to make our night very special. We really enjoyed ourselves and food and service was amazing. We had a beautiful stay and would highly recommend this hotel.,10,Enjoyed Stay,positive
